window_start_utc,window_end_utc,open_price_usd,close_price_usd,pct_change,outcome,rounds_used
2026-05-28T06:30:00+00:00,2026-05-28T06:34:59.999000+00:00,72940.09,72844.88,-0.1305,DOWN,1
2026-05-28T06:35:00+00:00,2026-05-28T06:39:59.999000+00:00,72844.88,72838.60,-0.0086,DOWN,1
2026-05-28T06:40:00+00:00,2026-05-28T06:44:59.999000+00:00,72838.59,72912.81,+0.1019,UP,1
2026-05-28T06:45:00+00:00,2026-05-28T06:49:59.999000+00:00,72912.81,73145.24,+0.3188,UP,1
2026-05-28T06:50:00+00:00,2026-05-28T06:54:59.999000+00:00,73145.24,73102.46,-0.0585,DOWN,1
2026-05-28T06:55:00+00:00,2026-05-28T06:59:59.999000+00:00,73102.45,73202.70,+0.1371,UP,1
2026-05-28T07:00:00+00:00,2026-05-28T07:04:59.999000+00:00,73202.71,73194.69,-0.0110,DOWN,1
2026-05-28T07:05:00+00:00,2026-05-28T07:09:59.999000+00:00,73194.69,73228.38,+0.0460,UP,1
2026-05-28T07:10:00+00:00,2026-05-28T07:14:59.999000+00:00,73228.38,73213.29,-0.0206,DOWN,1
2026-05-28T07:15:00+00:00,2026-05-28T07:19:59.999000+00:00,73213.30,73290.01,+0.1048,UP,1
2026-05-28T07:20:00+00:00,2026-05-28T07:24:59.999000+00:00,73290.00,73311.58,+0.0294,UP,1
2026-05-28T07:25:00+00:00,2026-05-28T07:29:59.999000+00:00,73311.58,73259.03,-0.0717,DOWN,1
2026-05-28T07:30:00+00:00,2026-05-28T07:34:59.999000+00:00,73259.03,73374.01,+0.1569,UP,1
2026-05-28T07:35:00+00:00,2026-05-28T07:39:59.999000+00:00,73374.01,73419.39,+0.0618,UP,1
2026-05-28T07:40:00+00:00,2026-05-28T07:44:59.999000+00:00,73419.39,73502.00,+0.1125,UP,1
2026-05-28T07:45:00+00:00,2026-05-28T07:49:59.999000+00:00,73502.01,73434.01,-0.0925,DOWN,1
2026-05-28T07:50:00+00:00,2026-05-28T07:54:59.999000+00:00,73434.01,73426.42,-0.0103,DOWN,1
2026-05-28T07:55:00+00:00,2026-05-28T07:59:59.999000+00:00,73426.42,73498.00,+0.0975,UP,1
2026-05-28T08:00:00+00:00,2026-05-28T08:04:59.999000+00:00,73498.00,73378.01,-0.1633,DOWN,1
2026-05-28T08:05:00+00:00,2026-05-28T08:09:59.999000+00:00,73378.01,73424.45,+0.0633,UP,1
2026-05-28T08:10:00+00:00,2026-05-28T08:14:59.999000+00:00,73424.46,73448.97,+0.0334,UP,1
2026-05-28T08:15:00+00:00,2026-05-28T08:19:59.999000+00:00,73448.97,73438.78,-0.0139,DOWN,1
2026-05-28T08:20:00+00:00,2026-05-28T08:24:59.999000+00:00,73438.77,73310.01,-0.1753,DOWN,1
2026-05-28T08:25:00+00:00,2026-05-28T08:29:59.999000+00:00,73310.01,73263.27,-0.0638,DOWN,1
2026-05-28T08:30:00+00:00,2026-05-28T08:34:59.999000+00:00,73263.27,73266.00,+0.0037,UP,1
2026-05-28T08:35:00+00:00,2026-05-28T08:39:59.999000+00:00,73266.01,73295.97,+0.0409,UP,1
2026-05-28T08:40:00+00:00,2026-05-28T08:44:59.999000+00:00,73295.98,73292.92,-0.0042,DOWN,1
2026-05-28T08:45:00+00:00,2026-05-28T08:49:59.999000+00:00,73292.92,73332.01,+0.0533,UP,1
2026-05-28T08:50:00+00:00,2026-05-28T08:54:59.999000+00:00,73332.00,73342.28,+0.0140,UP,1
2026-05-28T08:55:00+00:00,2026-05-28T08:59:59.999000+00:00,73342.28,73325.88,-0.0224,DOWN,1
2026-05-28T09:00:00+00:00,2026-05-28T09:04:59.999000+00:00,73325.88,73365.99,+0.0547,UP,1
2026-05-28T09:05:00+00:00,2026-05-28T09:09:59.999000+00:00,73365.99,73334.88,-0.0424,DOWN,1
2026-05-28T09:10:00+00:00,2026-05-28T09:14:59.999000+00:00,73334.88,73311.19,-0.0323,DOWN,1
2026-05-28T09:15:00+00:00,2026-05-28T09:19:59.999000+00:00,73311.18,73376.25,+0.0888,UP,1
2026-05-28T09:20:00+00:00,2026-05-28T09:24:59.999000+00:00,73376.26,73399.07,+0.0311,UP,1
2026-05-28T09:25:00+00:00,2026-05-28T09:29:59.999000+00:00,73399.06,73404.30,+0.0071,UP,1
2026-05-28T09:30:00+00:00,2026-05-28T09:34:59.999000+00:00,73404.30,73414.68,+0.0141,UP,1
2026-05-28T09:35:00+00:00,2026-05-28T09:39:59.999000+00:00,73414.68,73442.40,+0.0378,UP,1
2026-05-28T09:40:00+00:00,2026-05-28T09:44:59.999000+00:00,73442.40,73491.30,+0.0666,UP,1
2026-05-28T09:45:00+00:00,2026-05-28T09:49:59.999000+00:00,73491.31,73550.00,+0.0799,UP,1
2026-05-28T09:50:00+00:00,2026-05-28T09:54:59.999000+00:00,73549.99,73549.10,-0.0012,DOWN,1
2026-05-28T09:55:00+00:00,2026-05-28T09:59:59.999000+00:00,73549.11,73541.24,-0.0107,DOWN,1
2026-05-28T10:00:00+00:00,2026-05-28T10:04:59.999000+00:00,73541.25,73502.53,-0.0527,DOWN,1
2026-05-28T10:05:00+00:00,2026-05-28T10:09:59.999000+00:00,73502.53,73530.01,+0.0374,UP,1
2026-05-28T10:10:00+00:00,2026-05-28T10:14:59.999000+00:00,73530.01,73579.66,+0.0675,UP,1
2026-05-28T10:15:00+00:00,2026-05-28T10:19:59.999000+00:00,73579.65,73455.91,-0.1682,DOWN,1
2026-05-28T10:20:00+00:00,2026-05-28T10:24:59.999000+00:00,73455.92,73369.30,-0.1179,DOWN,1
2026-05-28T10:25:00+00:00,2026-05-28T10:29:59.999000+00:00,73369.31,73429.73,+0.0824,UP,1
2026-05-28T10:30:00+00:00,2026-05-28T10:34:59.999000+00:00,73429.73,73434.32,+0.0063,UP,1
2026-05-28T10:35:00+00:00,2026-05-28T10:39:59.999000+00:00,73434.32,73473.56,+0.0534,UP,1
2026-05-28T10:40:00+00:00,2026-05-28T10:44:59.999000+00:00,73473.56,73510.19,+0.0499,UP,1
2026-05-28T10:45:00+00:00,2026-05-28T10:49:59.999000+00:00,73510.20,73514.78,+0.0062,UP,1
2026-05-28T10:50:00+00:00,2026-05-28T10:54:59.999000+00:00,73514.78,73418.10,-0.1315,DOWN,1
2026-05-28T10:55:00+00:00,2026-05-28T10:59:59.999000+00:00,73418.10,73400.01,-0.0246,DOWN,1
2026-05-28T11:00:00+00:00,2026-05-28T11:04:59.999000+00:00,73400.01,73395.79,-0.0057,DOWN,1
2026-05-28T11:05:00+00:00,2026-05-28T11:09:59.999000+00:00,73395.80,73384.34,-0.0156,DOWN,1
2026-05-28T11:10:00+00:00,2026-05-28T11:14:59.999000+00:00,73384.34,73440.96,+0.0772,UP,1
2026-05-28T11:15:00+00:00,2026-05-28T11:19:59.999000+00:00,73440.97,73448.41,+0.0101,UP,1
2026-05-28T11:20:00+00:00,2026-05-28T11:24:59.999000+00:00,73448.40,73424.00,-0.0332,DOWN,1
2026-05-28T11:25:00+00:00,2026-05-28T11:29:59.999000+00:00,73423.99,73354.86,-0.0942,DOWN,1
2026-05-28T11:30:00+00:00,2026-05-28T11:34:59.999000+00:00,73354.85,73378.49,+0.0322,UP,1
2026-05-28T11:35:00+00:00,2026-05-28T11:39:59.999000+00:00,73378.50,73384.86,+0.0087,UP,1
2026-05-28T11:40:00+00:00,2026-05-28T11:44:59.999000+00:00,73384.86,73478.74,+0.1279,UP,1
2026-05-28T11:45:00+00:00,2026-05-28T11:49:59.999000+00:00,73478.75,73477.53,-0.0017,DOWN,1
2026-05-28T11:50:00+00:00,2026-05-28T11:54:59.999000+00:00,73477.54,73531.21,+0.0730,UP,1
2026-05-28T11:55:00+00:00,2026-05-28T11:59:59.999000+00:00,73531.22,73505.66,-0.0348,DOWN,1
2026-05-28T12:00:00+00:00,2026-05-28T12:04:59.999000+00:00,73505.65,73471.64,-0.0463,DOWN,1
2026-05-28T12:05:00+00:00,2026-05-28T12:09:59.999000+00:00,73471.64,73492.04,+0.0278,UP,1
2026-05-28T12:10:00+00:00,2026-05-28T12:14:59.999000+00:00,73492.04,73408.00,-0.1144,DOWN,1
2026-05-28T12:15:00+00:00,2026-05-28T12:19:59.999000+00:00,73408.00,73362.75,-0.0616,DOWN,1
2026-05-28T12:20:00+00:00,2026-05-28T12:24:59.999000+00:00,73362.76,73265.03,-0.1332,DOWN,1
2026-05-28T12:25:00+00:00,2026-05-28T12:29:59.999000+00:00,73265.04,73378.41,+0.1547,UP,1
2026-05-28T12:30:00+00:00,2026-05-28T12:34:59.999000+00:00,73378.41,73475.13,+0.1318,UP,1
2026-05-28T12:35:00+00:00,2026-05-28T12:39:59.999000+00:00,73475.13,73486.50,+0.0155,UP,1
2026-05-28T12:40:00+00:00,2026-05-28T12:44:59.999000+00:00,73486.50,73487.27,+0.0010,UP,1
2026-05-28T12:45:00+00:00,2026-05-28T12:49:59.999000+00:00,73487.27,73549.63,+0.0849,UP,1
2026-05-28T12:50:00+00:00,2026-05-28T12:54:59.999000+00:00,73549.63,73530.00,-0.0267,DOWN,1
2026-05-28T12:55:00+00:00,2026-05-28T12:59:59.999000+00:00,73530.00,73518.01,-0.0163,DOWN,1
2026-05-28T13:00:00+00:00,2026-05-28T13:04:59.999000+00:00,73518.01,73494.62,-0.0318,DOWN,1
2026-05-28T13:05:00+00:00,2026-05-28T13:09:59.999000+00:00,73494.63,73360.37,-0.1827,DOWN,1
2026-05-28T13:10:00+00:00,2026-05-28T13:14:59.999000+00:00,73360.37,73338.35,-0.0300,DOWN,1
2026-05-28T13:15:00+00:00,2026-05-28T13:19:59.999000+00:00,73338.35,73240.19,-0.1338,DOWN,1
2026-05-28T13:20:00+00:00,2026-05-28T13:24:59.999000+00:00,73240.01,73183.80,-0.0767,DOWN,1
2026-05-28T13:25:00+00:00,2026-05-28T13:29:59.999000+00:00,73183.80,73160.52,-0.0318,DOWN,1
2026-05-28T13:30:00+00:00,2026-05-28T13:34:59.999000+00:00,73160.53,72958.01,-0.2768,DOWN,1
2026-05-28T13:35:00+00:00,2026-05-28T13:39:59.999000+00:00,72958.01,72909.57,-0.0664,DOWN,1
2026-05-28T13:40:00+00:00,2026-05-28T13:44:59.999000+00:00,72909.57,72785.20,-0.1706,DOWN,1
2026-05-28T13:45:00+00:00,2026-05-28T13:49:59.999000+00:00,72785.20,72902.12,+0.1606,UP,1
2026-05-28T13:50:00+00:00,2026-05-28T13:54:59.999000+00:00,72902.13,72992.65,+0.1242,UP,1
2026-05-28T13:55:00+00:00,2026-05-28T13:59:59.999000+00:00,72992.65,73022.02,+0.0402,UP,1
2026-05-28T14:00:00+00:00,2026-05-28T14:04:59.999000+00:00,73022.01,72890.58,-0.1800,DOWN,1
2026-05-28T14:05:00+00:00,2026-05-28T14:09:59.999000+00:00,72890.57,72868.46,-0.0303,DOWN,1
2026-05-28T14:10:00+00:00,2026-05-28T14:14:59.999000+00:00,72868.46,73314.62,+0.6123,UP,1
2026-05-28T14:15:00+00:00,2026-05-28T14:19:59.999000+00:00,73314.35,73479.57,+0.2254,UP,1
2026-05-28T14:20:00+00:00,2026-05-28T14:24:59.999000+00:00,73479.58,73033.38,-0.6072,DOWN,1
2026-05-28T14:25:00+00:00,2026-05-28T14:29:59.999000+00:00,73033.38,72965.07,-0.0935,DOWN,1
2026-05-28T14:30:00+00:00,2026-05-28T14:34:59.999000+00:00,72965.08,72932.21,-0.0450,DOWN,1
2026-05-28T14:35:00+00:00,2026-05-28T14:39:59.999000+00:00,72932.20,72908.08,-0.0331,DOWN,1
2026-05-28T14:40:00+00:00,2026-05-28T14:44:59.999000+00:00,72908.07,72855.80,-0.0717,DOWN,1
2026-05-28T14:45:00+00:00,2026-05-28T14:49:59.999000+00:00,72855.79,72808.74,-0.0646,DOWN,1
2026-05-28T14:50:00+00:00,2026-05-28T14:54:59.999000+00:00,72808.74,72959.14,+0.2066,UP,1
2026-05-28T14:55:00+00:00,2026-05-28T14:59:59.999000+00:00,72959.14,73033.06,+0.1013,UP,1
2026-05-28T15:00:00+00:00,2026-05-28T15:04:59.999000+00:00,73033.06,73007.99,-0.0343,DOWN,1
2026-05-28T15:05:00+00:00,2026-05-28T15:09:59.999000+00:00,73008.00,72995.86,-0.0166,DOWN,1
2026-05-28T15:10:00+00:00,2026-05-28T15:14:59.999000+00:00,72995.86,72861.93,-0.1835,DOWN,1
2026-05-28T15:15:00+00:00,2026-05-28T15:19:59.999000+00:00,72861.93,72762.75,-0.1361,DOWN,1
2026-05-28T15:20:00+00:00,2026-05-28T15:24:59.999000+00:00,72762.75,72868.00,+0.1446,UP,1
2026-05-28T15:25:00+00:00,2026-05-28T15:29:59.999000+00:00,72868.01,72968.35,+0.1377,UP,1
2026-05-28T15:30:00+00:00,2026-05-28T15:34:59.999000+00:00,72968.36,72861.03,-0.1471,DOWN,1
2026-05-28T15:35:00+00:00,2026-05-28T15:39:59.999000+00:00,72861.02,72873.94,+0.0177,UP,1
2026-05-28T15:40:00+00:00,2026-05-28T15:44:59.999000+00:00,72873.95,73013.39,+0.1913,UP,1
2026-05-28T15:45:00+00:00,2026-05-28T15:49:59.999000+00:00,73013.38,72910.71,-0.1406,DOWN,1
2026-05-28T15:50:00+00:00,2026-05-28T15:54:59.999000+00:00,72910.72,72905.62,-0.0070,DOWN,1
2026-05-28T15:55:00+00:00,2026-05-28T15:59:59.999000+00:00,72905.62,72928.73,+0.0317,UP,1
2026-05-28T16:00:00+00:00,2026-05-28T16:04:59.999000+00:00,72928.73,72786.15,-0.1955,DOWN,1
2026-05-28T16:05:00+00:00,2026-05-28T16:09:59.999000+00:00,72786.15,72905.14,+0.1635,UP,1
2026-05-28T16:10:00+00:00,2026-05-28T16:14:59.999000+00:00,72905.14,73109.55,+0.2804,UP,1
2026-05-28T16:15:00+00:00,2026-05-28T16:19:59.999000+00:00,73109.55,73143.24,+0.0461,UP,1
2026-05-28T16:20:00+00:00,2026-05-28T16:24:59.999000+00:00,73143.25,73261.99,+0.1623,UP,1
2026-05-28T16:25:00+00:00,2026-05-28T16:29:59.999000+00:00,73261.99,73150.02,-0.1528,DOWN,1
2026-05-28T16:30:00+00:00,2026-05-28T16:34:59.999000+00:00,73150.02,73229.05,+0.1080,UP,1
2026-05-28T16:35:00+00:00,2026-05-28T16:39:59.999000+00:00,73229.06,73237.57,+0.0116,UP,1
2026-05-28T16:40:00+00:00,2026-05-28T16:44:59.999000+00:00,73237.58,73357.72,+0.1640,UP,1
2026-05-28T16:45:00+00:00,2026-05-28T16:49:59.999000+00:00,73357.72,73312.94,-0.0610,DOWN,1
2026-05-28T16:50:00+00:00,2026-05-28T16:54:59.999000+00:00,73312.94,73402.00,+0.1215,UP,1
2026-05-28T16:55:00+00:00,2026-05-28T16:59:59.999000+00:00,73402.01,73440.67,+0.0527,UP,1
2026-05-28T17:00:00+00:00,2026-05-28T17:04:59.999000+00:00,73440.66,73353.51,-0.1187,DOWN,1
2026-05-28T17:05:00+00:00,2026-05-28T17:09:59.999000+00:00,73353.52,73478.00,+0.1697,UP,1
2026-05-28T17:10:00+00:00,2026-05-28T17:14:59.999000+00:00,73478.00,73485.81,+0.0106,UP,1
2026-05-28T17:15:00+00:00,2026-05-28T17:19:59.999000+00:00,73485.81,73470.05,-0.0214,DOWN,1
2026-05-28T17:20:00+00:00,2026-05-28T17:24:59.999000+00:00,73470.05,73404.00,-0.0899,DOWN,1
2026-05-28T17:25:00+00:00,2026-05-28T17:29:59.999000+00:00,73404.00,73364.00,-0.0545,DOWN,1
2026-05-28T17:30:00+00:00,2026-05-28T17:34:59.999000+00:00,73364.01,73488.35,+0.1695,UP,1
2026-05-28T17:35:00+00:00,2026-05-28T17:39:59.999000+00:00,73488.35,73520.00,+0.0431,UP,1
2026-05-28T17:40:00+00:00,2026-05-28T17:44:59.999000+00:00,73520.00,73470.91,-0.0668,DOWN,1
2026-05-28T17:45:00+00:00,2026-05-28T17:49:59.999000+00:00,73470.91,73644.59,+0.2364,UP,1
2026-05-28T17:50:00+00:00,2026-05-28T17:54:59.999000+00:00,73644.59,73532.00,-0.1529,DOWN,1
2026-05-28T17:55:00+00:00,2026-05-28T17:59:59.999000+00:00,73532.00,73554.82,+0.0310,UP,1
2026-05-28T18:00:00+00:00,2026-05-28T18:04:59.999000+00:00,73554.81,73608.00,+0.0723,UP,1
2026-05-28T18:05:00+00:00,2026-05-28T18:09:59.999000+00:00,73608.01,73692.29,+0.1145,UP,1
2026-05-28T18:10:00+00:00,2026-05-28T18:14:59.999000+00:00,73692.30,73638.76,-0.0727,DOWN,1
2026-05-28T18:15:00+00:00,2026-05-28T18:19:59.999000+00:00,73638.75,73603.88,-0.0474,DOWN,1
2026-05-28T18:20:00+00:00,2026-05-28T18:24:59.999000+00:00,73603.88,73636.00,+0.0436,UP,1
2026-05-28T18:25:00+00:00,2026-05-28T18:29:59.999000+00:00,73635.99,73588.87,-0.0640,DOWN,1
2026-05-28T18:30:00+00:00,2026-05-28T18:34:59.999000+00:00,73588.88,73663.99,+0.1021,UP,1
2026-05-28T18:35:00+00:00,2026-05-28T18:39:59.999000+00:00,73663.04,73595.96,-0.0911,DOWN,1
2026-05-28T18:40:00+00:00,2026-05-28T18:44:59.999000+00:00,73595.97,73602.00,+0.0082,UP,1
2026-05-28T18:45:00+00:00,2026-05-28T18:49:59.999000+00:00,73602.00,73613.31,+0.0154,UP,1
2026-05-28T18:50:00+00:00,2026-05-28T18:54:59.999000+00:00,73613.30,73672.01,+0.0798,UP,1
2026-05-28T18:55:00+00:00,2026-05-28T18:59:59.999000+00:00,73672.00,73652.88,-0.0260,DOWN,1
2026-05-28T19:00:00+00:00,2026-05-28T19:04:59.999000+00:00,73652.87,73535.78,-0.1590,DOWN,1
2026-05-28T19:05:00+00:00,2026-05-28T19:09:59.999000+00:00,73535.79,73500.01,-0.0487,DOWN,1
2026-05-28T19:10:00+00:00,2026-05-28T19:14:59.999000+00:00,73500.00,73482.25,-0.0241,DOWN,1
2026-05-28T19:15:00+00:00,2026-05-28T19:19:59.999000+00:00,73482.25,73489.99,+0.0105,UP,1
2026-05-28T19:20:00+00:00,2026-05-28T19:24:59.999000+00:00,73490.00,73512.82,+0.0311,UP,1
2026-05-28T19:25:00+00:00,2026-05-28T19:29:59.999000+00:00,73512.82,73559.99,+0.0642,UP,1
2026-05-28T19:30:00+00:00,2026-05-28T19:34:59.999000+00:00,73560.00,73475.44,-0.1150,DOWN,1
2026-05-28T19:35:00+00:00,2026-05-28T19:39:59.999000+00:00,73475.43,73436.01,-0.0537,DOWN,1
2026-05-28T19:40:00+00:00,2026-05-28T19:44:59.999000+00:00,73436.01,73434.69,-0.0018,DOWN,1
2026-05-28T19:45:00+00:00,2026-05-28T19:49:59.999000+00:00,73434.68,73502.22,+0.0920,UP,1
2026-05-28T19:50:00+00:00,2026-05-28T19:54:59.999000+00:00,73502.22,73464.95,-0.0507,DOWN,1
2026-05-28T19:55:00+00:00,2026-05-28T19:59:59.999000+00:00,73464.95,73419.32,-0.0621,DOWN,1
2026-05-28T20:00:00+00:00,2026-05-28T20:04:59.999000+00:00,73419.31,73360.82,-0.0797,DOWN,1
2026-05-28T20:05:00+00:00,2026-05-28T20:09:59.999000+00:00,73360.82,73321.30,-0.0539,DOWN,1
2026-05-28T20:10:00+00:00,2026-05-28T20:14:59.999000+00:00,73321.29,73443.82,+0.1671,UP,1
2026-05-28T20:15:00+00:00,2026-05-28T20:19:59.999000+00:00,73443.81,73570.00,+0.1718,UP,1
2026-05-28T20:20:00+00:00,2026-05-28T20:24:59.999000+00:00,73570.00,73598.38,+0.0386,UP,1
2026-05-28T20:25:00+00:00,2026-05-28T20:29:59.999000+00:00,73598.39,73647.40,+0.0666,UP,1
2026-05-28T20:30:00+00:00,2026-05-28T20:34:59.999000+00:00,73647.39,73626.10,-0.0289,DOWN,1
2026-05-28T20:35:00+00:00,2026-05-28T20:39:59.999000+00:00,73626.10,73666.19,+0.0545,UP,1
2026-05-28T20:40:00+00:00,2026-05-28T20:44:59.999000+00:00,73666.19,73702.00,+0.0486,UP,1
2026-05-28T20:45:00+00:00,2026-05-28T20:49:59.999000+00:00,73702.00,73682.56,-0.0264,DOWN,1
2026-05-28T20:50:00+00:00,2026-05-28T20:54:59.999000+00:00,73682.57,73660.13,-0.0305,DOWN,1
2026-05-28T20:55:00+00:00,2026-05-28T20:59:59.999000+00:00,73660.13,73579.99,-0.1088,DOWN,1
2026-05-28T21:00:00+00:00,2026-05-28T21:04:59.999000+00:00,73580.00,73568.01,-0.0163,DOWN,1
2026-05-28T21:05:00+00:00,2026-05-28T21:09:59.999000+00:00,73568.01,73640.01,+0.0979,UP,1
2026-05-28T21:10:00+00:00,2026-05-28T21:14:59.999000+00:00,73640.01,73694.32,+0.0738,UP,1
2026-05-28T21:15:00+00:00,2026-05-28T21:19:59.999000+00:00,73694.31,73670.76,-0.0320,DOWN,1
2026-05-28T21:20:00+00:00,2026-05-28T21:24:59.999000+00:00,73670.75,73745.34,+0.1012,UP,1
2026-05-28T21:25:00+00:00,2026-05-28T21:29:59.999000+00:00,73745.34,73693.61,-0.0701,DOWN,1
2026-05-28T21:30:00+00:00,2026-05-28T21:34:59.999000+00:00,73693.61,73735.45,+0.0568,UP,1
2026-05-28T21:35:00+00:00,2026-05-28T21:39:59.999000+00:00,73735.46,73793.05,+0.0781,UP,1
2026-05-28T21:40:00+00:00,2026-05-28T21:44:59.999000+00:00,73793.05,73908.00,+0.1558,UP,1
2026-05-28T21:45:00+00:00,2026-05-28T21:49:59.999000+00:00,73907.99,73831.11,-0.1040,DOWN,1
2026-05-28T21:50:00+00:00,2026-05-28T21:54:59.999000+00:00,73831.12,73840.02,+0.0121,UP,1
2026-05-28T21:55:00+00:00,2026-05-28T21:59:59.999000+00:00,73840.02,73817.31,-0.0308,DOWN,1
2026-05-28T22:00:00+00:00,2026-05-28T22:04:59.999000+00:00,73817.31,73773.10,-0.0599,DOWN,1
2026-05-28T22:05:00+00:00,2026-05-28T22:09:59.999000+00:00,73773.10,73760.02,-0.0177,DOWN,1
2026-05-28T22:10:00+00:00,2026-05-28T22:14:59.999000+00:00,73760.03,73711.99,-0.0651,DOWN,1
2026-05-28T22:15:00+00:00,2026-05-28T22:19:59.999000+00:00,73711.99,73680.01,-0.0434,DOWN,1
2026-05-28T22:20:00+00:00,2026-05-28T22:24:59.999000+00:00,73680.01,73696.49,+0.0224,UP,1
2026-05-28T22:25:00+00:00,2026-05-28T22:29:59.999000+00:00,73696.48,73614.01,-0.1119,DOWN,1
2026-05-28T22:30:00+00:00,2026-05-28T22:34:59.999000+00:00,73614.00,73569.55,-0.0604,DOWN,1
2026-05-28T22:35:00+00:00,2026-05-28T22:39:59.999000+00:00,73569.55,73548.89,-0.0281,DOWN,1
2026-05-28T22:40:00+00:00,2026-05-28T22:44:59.999000+00:00,73548.89,73500.73,-0.0655,DOWN,1
2026-05-28T22:45:00+00:00,2026-05-28T22:49:59.999000+00:00,73500.73,73568.30,+0.0919,UP,1
2026-05-28T22:50:00+00:00,2026-05-28T22:54:59.999000+00:00,73568.30,73510.86,-0.0781,DOWN,1
2026-05-28T22:55:00+00:00,2026-05-28T22:59:59.999000+00:00,73510.85,73464.80,-0.0626,DOWN,1
2026-05-28T23:00:00+00:00,2026-05-28T23:04:59.999000+00:00,73464.80,73542.74,+0.1061,UP,1
2026-05-28T23:05:00+00:00,2026-05-28T23:09:59.999000+00:00,73542.74,73570.01,+0.0371,UP,1
2026-05-28T23:10:00+00:00,2026-05-28T23:14:59.999000+00:00,73570.00,73597.05,+0.0368,UP,1
2026-05-28T23:15:00+00:00,2026-05-28T23:19:59.999000+00:00,73597.06,73609.89,+0.0174,UP,1
2026-05-28T23:20:00+00:00,2026-05-28T23:24:59.999000+00:00,73609.90,73589.50,-0.0277,DOWN,1
2026-05-28T23:25:00+00:00,2026-05-28T23:29:59.999000+00:00,73589.50,73684.18,+0.1287,UP,1
2026-05-28T23:30:00+00:00,2026-05-28T23:34:59.999000+00:00,73684.18,73670.43,-0.0187,DOWN,1
2026-05-28T23:35:00+00:00,2026-05-28T23:39:59.999000+00:00,73670.44,73596.04,-0.1010,DOWN,1
2026-05-28T23:40:00+00:00,2026-05-28T23:44:59.999000+00:00,73596.04,73599.18,+0.0043,UP,1
2026-05-28T23:45:00+00:00,2026-05-28T23:49:59.999000+00:00,73599.18,73537.95,-0.0832,DOWN,1
2026-05-28T23:50:00+00:00,2026-05-28T23:54:59.999000+00:00,73537.95,73568.67,+0.0418,UP,1
2026-05-28T23:55:00+00:00,2026-05-28T23:59:59.999000+00:00,73568.67,73617.51,+0.0664,UP,1
2026-05-29T00:00:00+00:00,2026-05-29T00:04:59.999000+00:00,73617.52,73666.03,+0.0659,UP,1
2026-05-29T00:05:00+00:00,2026-05-29T00:09:59.999000+00:00,73666.03,73694.32,+0.0384,UP,1
2026-05-29T00:10:00+00:00,2026-05-29T00:14:59.999000+00:00,73694.31,73745.47,+0.0694,UP,1
2026-05-29T00:15:00+00:00,2026-05-29T00:19:59.999000+00:00,73745.48,73780.72,+0.0478,UP,1
2026-05-29T00:20:00+00:00,2026-05-29T00:24:59.999000+00:00,73780.72,73837.09,+0.0764,UP,1
2026-05-29T00:25:00+00:00,2026-05-29T00:29:59.999000+00:00,73837.09,73778.00,-0.0800,DOWN,1
2026-05-29T00:30:00+00:00,2026-05-29T00:34:59.999000+00:00,73778.01,73754.31,-0.0321,DOWN,1
2026-05-29T00:35:00+00:00,2026-05-29T00:39:59.999000+00:00,73754.30,73845.93,+0.1242,UP,1
2026-05-29T00:40:00+00:00,2026-05-29T00:44:59.999000+00:00,73845.92,73849.45,+0.0048,UP,1
2026-05-29T00:45:00+00:00,2026-05-29T00:49:59.999000+00:00,73849.45,73758.01,-0.1238,DOWN,1
2026-05-29T00:50:00+00:00,2026-05-29T00:54:59.999000+00:00,73758.01,73710.26,-0.0647,DOWN,1
2026-05-29T00:55:00+00:00,2026-05-29T00:59:59.999000+00:00,73710.25,73716.37,+0.0083,UP,1
2026-05-29T01:00:00+00:00,2026-05-29T01:04:59.999000+00:00,73716.37,73786.00,+0.0945,UP,1
2026-05-29T01:05:00+00:00,2026-05-29T01:09:59.999000+00:00,73786.01,73860.00,+0.1003,UP,1
2026-05-29T01:10:00+00:00,2026-05-29T01:14:59.999000+00:00,73860.00,73778.98,-0.1097,DOWN,1
2026-05-29T01:15:00+00:00,2026-05-29T01:19:59.999000+00:00,73778.99,73702.00,-0.1044,DOWN,1
2026-05-29T01:20:00+00:00,2026-05-29T01:24:59.999000+00:00,73701.99,73611.06,-0.1234,DOWN,1
2026-05-29T01:25:00+00:00,2026-05-29T01:29:59.999000+00:00,73610.45,73591.64,-0.0256,DOWN,1
2026-05-29T01:30:00+00:00,2026-05-29T01:34:59.999000+00:00,73591.64,73583.14,-0.0116,DOWN,1
2026-05-29T01:35:00+00:00,2026-05-29T01:39:59.999000+00:00,73583.15,73500.00,-0.1130,DOWN,1
2026-05-29T01:40:00+00:00,2026-05-29T01:44:59.999000+00:00,73500.00,73526.01,+0.0354,UP,1
2026-05-29T01:45:00+00:00,2026-05-29T01:49:59.999000+00:00,73526.01,73463.53,-0.0850,DOWN,1
2026-05-29T01:50:00+00:00,2026-05-29T01:54:59.999000+00:00,73463.53,73600.00,+0.1858,UP,1
2026-05-29T01:55:00+00:00,2026-05-29T01:59:59.999000+00:00,73600.00,73586.83,-0.0179,DOWN,1
2026-05-29T02:00:00+00:00,2026-05-29T02:04:59.999000+00:00,73586.83,73604.40,+0.0239,UP,1
2026-05-29T02:05:00+00:00,2026-05-29T02:09:59.999000+00:00,73604.40,73620.01,+0.0212,UP,1
